id,Precision,Recall,F1,FalsePositives,FalseNegatives,Truth,Predicted
W03-1306,0.0,0.0,0.0,Boosting Precision and Recall of Dictionary - Based Protein Name Recognition Yoshimasa Tsuruokazy and Jun ’ ichi Tsujiiyz,Boosting Precision And Recall Of Dictionary-Based Protein Name Recognition,Boosting Precision And Recall Of Dictionary-Based Protein Name Recognition,Boosting Precision and Recall of Dictionary - Based Protein Name Recognition Yoshimasa Tsuruokazy and Jun ’ ichi Tsujiiyz
S13-2007,-1,0.0,-1,,SemEval-2013 Task 5: Evaluating Phrasal Semantics,SemEval-2013 Task 5: Evaluating Phrasal Semantics,
W11-0150,0.0,0.0,0.0,Semantic Parsing for Biomedical Event Extraction Deyu Zhou1 and Yulan He2,Semantic Parsing for Biomedical Event Extraction,Semantic Parsing for Biomedical Event Extraction,Semantic Parsing for Biomedical Event Extraction Deyu Zhou1 and Yulan He2
N13-1002,-1,0.0,-1,,Beyond Left-to-Right: Multiple Decomposition Structures for SMT,Beyond Left-to-Right: Multiple Decomposition Structures for SMT,
P06-1082,-1,0.0,-1,,Word Alignment In English-Hindi Parallel Corpus Using Recency-Vector Approach: Some Studies,Word Alignment In English-Hindi Parallel Corpus Using Recency-Vector Approach: Some Studies,
W10-2203,-1,0.0,-1,,Complexity of the Acquisition of Phonotactics in Optimality Theory,Complexity of the Acquisition of Phonotactics in Optimality Theory,
W11-2006,-1,0.0,-1,,Toward Learning and Evaluation of Dialogue Policies with Text Examples,Toward Learning and Evaluation of Dialogue Policies with Text Examples,
W08-2214,-1,0.0,-1,,The Idiom-Reference Connection,The Idiom-Reference Connection,
D11-1098,-1,0.0,-1,,Lexical Co-occurrence, Statistical Significance, and Word Association,Lexical Co-occurrence, Statistical Significance, and Word Association,
W10-0727,-1,0.0,-1,,Crowdsourcing Document Relevance Assessment with Mechanical Turk,Crowdsourcing Document Relevance Assessment with Mechanical Turk,
W09-2305,-1,0.0,-1,,References Extension for the Automatic Evaluation of MT by Syntactic Hybridization,References Extension for the Automatic Evaluation of MT by Syntactic Hybridization,
W10-1408,0.0,0.0,0.0,Proceedings of the NAACL HLT 2010 First Workshop on Statistical Parsing of Morphologically -,Handling Unknown Words in Statistical Latent-Variable Parsing Models for Arabic, English and French,Handling Unknown Words in Statistical Latent-Variable Parsing Models for Arabic, English and French,Proceedings of the NAACL HLT 2010 First Workshop on Statistical Parsing of Morphologically -
D13-1092,-1,0.0,-1,,Implicit Feature Detection via a Constrained Topic Model and SVM,Implicit Feature Detection via a Constrained Topic Model and SVM,
N09-1014,-1,0.0,-1,,Graph-based Learning for Statistical Machine Translation,Graph-based Learning for Statistical Machine Translation,
W10-3606,-1,0.0,-1,,A Word Segmentation System for Handling Space Omission Problem in Urdu Script,A Word Segmentation System for Handling Space Omission Problem in Urdu Script,
P13-2027,-1,0.0,-1,,Are Semantically Coherent Topic Models Useful for Ad Hoc Information Retrieval?,Are Semantically Coherent Topic Models Useful for Ad Hoc Information Retrieval?,
A94-1029,-1,0.0,-1,,Might A Semantic Lexicon Support Hypertextual Authoring?,Might A Semantic Lexicon Support Hypertextual Authoring?,
N06-1052,0.0,0.0,0.0,Proceedings of the Human Language Technology Conference of the North American Chapter of the,Language Model Information Retrieval With Document Expansion,Language Model Information Retrieval With Document Expansion,Proceedings of the Human Language Technology Conference of the North American Chapter of the
P12-2001,-1,0.0,-1,,Higher-order Constituent Parsing and Parser Combination,Higher-order Constituent Parsing and Parser Combination,
P97-1044,0.0,0.0,0.0,Maximal Incrementality in Linear,Maximal Incrementality In Linear Categorial Deduction,Maximal Incrementality In Linear Categorial Deduction,Maximal Incrementality in Linear
L08-1399,-1,0.0,-1,,ANNALIST - ANNotation ALIgnment and Scoring Tool,ANNALIST - ANNotation ALIgnment and Scoring Tool,
W09-1316,-1,0.0,-1,,Incorporating Syntactic Dependency Information towards Improved Coding of Lengthy Medical Concepts in Clinical Reports,Incorporating Syntactic Dependency Information towards Improved Coding of Lengthy Medical Concepts in Clinical Reports,
P99-1068,-1,0.0,-1,,Mining The Web For Bilingual Text,Mining The Web For Bilingual Text,
W07-1703,-1,0.0,-1,,A Language Independent Approach for Name Categorization and Discrimination,A Language Independent Approach for Name Categorization and Discrimination,
S13-2024,-1,0.0,-1,,Umelb: Cross-lingual Textual Entailment with Word Alignment and String Similarity Features,Umelb: Cross-lingual Textual Entailment with Word Alignment and String Similarity Features,
D13-1048,-1,0.0,-1,,Anchor Graph: Global Reordering Contexts for Statistical Machine Translation,Anchor Graph: Global Reordering Contexts for Statistical Machine Translation,
I08-1050,0.0,0.0,0.0,Identifying Sections in Scientiﬁc Abstracts using Conditional Random Fields,Identifying Sections in Scientific Abstracts using Conditional Random Fields,Identifying Sections in Scientific Abstracts using Conditional Random Fields,Identifying Sections in Scientiﬁc Abstracts using Conditional Random Fields
P90-1015,0.0,0.0,0.0,LICENSING AND TREE ADJOINING GRAMMAR IN GOVERNMENT BINDING,Licensing And Tree Adjoining Grammar In Government Binding Parsing,Licensing And Tree Adjoining Grammar In Government Binding Parsing,LICENSING AND TREE ADJOINING GRAMMAR IN GOVERNMENT BINDING
C10-1006,0.0,0.0,0.0,Nouns ( NDV E N ) , Process Nouns ( PR - N ) and Result Nouns ( RES - N ) and Non Event Nouns (,Automatic Detection of Non-deverbal Event Nouns for Quick Lexicon Production,Automatic Detection of Non-deverbal Event Nouns for Quick Lexicon Production,Nouns ( NDV E N ) , Process Nouns ( PR - N ) and Result Nouns ( RES - N ) and Non Event Nouns (
C10-3004,0.0,0.0,0.0,LTP : A Chinese Language Technology Platform,LTP: A Chinese Language Technology Platform,LTP: A Chinese Language Technology Platform,LTP : A Chinese Language Technology Platform
P93-1032,0.0,0.0,0.0,AUTOMATIC ACQUISITION OF A LARGE SUBCATEGORIZATION DICTIONARY FROM,Automatic Acquisition Of A Large Sub Categorization Dictionary From Corpora,Automatic Acquisition Of A Large Sub Categorization Dictionary From Corpora,AUTOMATIC ACQUISITION OF A LARGE SUBCATEGORIZATION DICTIONARY FROM
E89-1002,0.0,0.0,0.0,PARSING AND DERIVATIONAL,Parsing And Derivational Equivalence,Parsing And Derivational Equivalence,PARSING AND DERIVATIONAL
C02-2024,-1,0.0,-1,,An Indexing Scheme For Typed Feature Structures,An Indexing Scheme For Typed Feature Structures,
W12-2907,-1,0.0,-1,,Communication strategies for a computerized caregiver for individuals with Alzheimer’s disease,Communication strategies for a computerized caregiver for individuals with Alzheimer’s disease,
C86-1086,-1,0.0,-1,,An Approach To Non-Singular Terms In Discourse,An Approach To Non-Singular Terms In Discourse,
D13-1170,-1,0.0,-1,,Recursive Deep Models for Semantic Compositionality Over a Sentiment Treebank,Recursive Deep Models for Semantic Compositionality Over a Sentiment Treebank,
H05-1012,-1,0.0,-1,,A Maximum Entropy Word Aligner For Arabic-English Machine Translation,A Maximum Entropy Word Aligner For Arabic-English Machine Translation,
S12-1074,-1,0.0,-1,,NJU-Parser: Achievements on Semantic Dependency Parsing,NJU-Parser: Achievements on Semantic Dependency Parsing,
W07-1031,-1,0.0,-1,,Evaluating and combining and biomedical named entity recognition systems,Evaluating and combining and biomedical named entity recognition systems,
P06-2024,-1,0.0,-1,,Towards A Modular Data Model For Multi-Layer Annotated Corpora,Towards A Modular Data Model For Multi-Layer Annotated Corpora,
H93-1042,0.0,0.0,0.0,A SPEECH TO SPEECH TRANSLATION SYSTEM BUILT FROM STANDARD,A Speech To Speech Translation System Built From Standard Components,A Speech To Speech Translation System Built From Standard Components,A SPEECH TO SPEECH TRANSLATION SYSTEM BUILT FROM STANDARD
W97-0211,0.0,0.0,0.0,Towards a Bootstrapping Framework for Corpus,Towards A Bootstrapping Framework For Corpus Semantic Tagging,Towards A Bootstrapping Framework For Corpus Semantic Tagging,Towards a Bootstrapping Framework for Corpus
L08-1142,0.0,0.0,0.0,Evaluation of Spoken Document Retrieval for Historic,Evaluation of Spoken Document Retrieval for Historic Speech Collections,Evaluation of Spoken Document Retrieval for Historic Speech Collections,Evaluation of Spoken Document Retrieval for Historic
P06-1146,-1,0.0,-1,,Optimal Constituent Alignment With Edge Covers For Semantic Projection,Optimal Constituent Alignment With Edge Covers For Semantic Projection,
D13-1101,-1,0.0,-1,,Automatically Detecting and Attributing Indirect Quotations,Automatically Detecting and Attributing Indirect Quotations,
D13-1107,-1,0.0,-1,,Multi-Domain Adaptation for SMT Using Multi-Task Learning,Multi-Domain Adaptation for SMT Using Multi-Task Learning,
P07-1050,-1,0.0,-1,,K-best Spanning Tree Parsing,K-best Spanning Tree Parsing,
P07-1029,-1,0.0,-1,,SVM Model Tampering and Anchored Learning: A Case Study in Hebrew NP Chunking,SVM Model Tampering and Anchored Learning: A Case Study in Hebrew NP Chunking,
P08-1113,-1,0.0,-1,,Mining Parenthetical Translations from the Web by Word Alignment,Mining Parenthetical Translations from the Web by Word Alignment,
W11-2604,-1,0.0,-1,,Syntactic transformations for Swiss German dialects,Syntactic transformations for Swiss German dialects,
P98-2125,0.0,0.0,0.0,Identifying Syntactic Role of Antecedent in Korean Relative Clause Using Corpus and Thesaurus Information Hui,Identifying Syntactic Role of Antecedent in Korean Relative Clause using Corpus and Thesaurus Informationes,Identifying Syntactic Role of Antecedent in Korean Relative Clause using Corpus and Thesaurus Informationes,Identifying Syntactic Role of Antecedent in Korean Relative Clause Using Corpus and Thesaurus Information Hui
W06-0119,-1,0.0,-1,,BMM-Based Chinese Word Segmentor With Word Support Model For The SIGHAN Bakeoff 2006,BMM-Based Chinese Word Segmentor With Word Support Model For The SIGHAN Bakeoff 2006,
D07-1056,0.0,0.0,0.0,Reordering Model Integrating Syntactic Knowledge for SMT,Phrase Reordering Model Integrating Syntactic Knowledge for SMT,Phrase Reordering Model Integrating Syntactic Knowledge for SMT,Reordering Model Integrating Syntactic Knowledge for SMT
P10-1024,-1,0.0,-1,,Fully Unsupervised Core-Adjunct Argument Classification,Fully Unsupervised Core-Adjunct Argument Classification,
W06-1303,-1,0.0,-1,,Building Effective Question Answering Characters,Building Effective Question Answering Characters,
C10-1019,-1,0.0,-1,,Jointly Modeling WSD and SRL with Markov Logic,Jointly Modeling WSD and SRL with Markov Logic,
E09-2015,-1,0.0,-1,,Grammar Development in GF,Grammar Development in GF,
P11-1063,-1,0.0,-1,,Incremental Syntactic Language Models for Phrase-based Translation,Incremental Syntactic Language Models for Phrase-based Translation,
D13-1062,-1,0.0,-1,,Joint Chinese Word Segmentation and POS Tagging on Heterogeneous Annotated Corpora with Multiple Task Learning,Joint Chinese Word Segmentation and POS Tagging on Heterogeneous Annotated Corpora with Multiple Task Learning,
P07-1061,-1,0.0,-1,,Finding document topics for improving topic segmentation,Finding document topics for improving topic segmentation,
W10-3304,-1,0.0,-1,,Finding Medical Term Variations using Parallel Corpora and Distributional Similarity,Finding Medical Term Variations using Parallel Corpora and Distributional Similarity,
D10-1074,-1,0.0,-1,,Towards Conversation Entailment: An Empirical Investigation,Towards Conversation Entailment: An Empirical Investigation,
W10-4172,0.0,0.0,0.0,- means and Graph - based Approaches for Chinese Word Sense Induction Task,K-means and Graph-based Approaches for Chinese Word Sense Induction Task,K-means and Graph-based Approaches for Chinese Word Sense Induction Task,- means and Graph - based Approaches for Chinese Word Sense Induction Task
P98-2233,0.0,0.0,0.0,Feasibility Study for Ellipsis Resolution in Dialogues by Machine - Learning Technique YAMAMOTO Kazuhide and SUMITA Eiichiro,Feasibility Study for Ellipsis Resolution in Dialogues by Machine-Learning Technique,Feasibility Study for Ellipsis Resolution in Dialogues by Machine-Learning Technique,Feasibility Study for Ellipsis Resolution in Dialogues by Machine - Learning Technique YAMAMOTO Kazuhide and SUMITA Eiichiro
L08-1245,-1,0.0,-1,,The Kalshnikov 691 Dependency Bank,The Kalshnikov 691 Dependency Bank,
W07-1427,-1,0.0,-1,,Learning Alignments and Leveraging Natural Logic,Learning Alignments and Leveraging Natural Logic,
P11-2027,-1,0.0,-1,,AM-FM: A Semantic Framework for Translation Quality Assessment,AM-FM: A Semantic Framework for Translation Quality Assessment,
P06-1112,-1,0.0,-1,,Exploring Correlation Of Dependency Relation Paths For Answer Extraction,Exploring Correlation Of Dependency Relation Paths For Answer Extraction,
H05-1119,0.0,0.0,0.0,THE AUDIO NOTEBOOK : KEYWORD SEARCH IN RECORDED CONVERSATIONS,Searching The Audio Notebook: Keyword Search In Recorded Conversation,Searching The Audio Notebook: Keyword Search In Recorded Conversation,THE AUDIO NOTEBOOK : KEYWORD SEARCH IN RECORDED CONVERSATIONS
N09-1007,-1,0.0,-1,,A Discriminative Latent Variable Chinese Segmenter with Hybrid Word/Character Information,A Discriminative Latent Variable Chinese Segmenter with Hybrid Word/Character Information,
W08-1116,0.0,0.0,0.0,Evolving Questions in Text Planning Mick O’Donnell,Evolving Questions in Text Planning,Evolving Questions in Text Planning,Evolving Questions in Text Planning Mick O’Donnell
S10-1100,-1,0.0,-1,,HITSZ_CITYU: Combine Collocation, Context Words and Neighboring Sentence Sentiment in Sentiment Adjectives Disambiguation,HITSZ_CITYU: Combine Collocation, Context Words and Neighboring Sentence Sentiment in Sentiment Adjectives Disambiguation,
S10-1087,-1,0.0,-1,,IIITH: Domain Specific Word Sense Disambiguation,IIITH: Domain Specific Word Sense Disambiguation,
W03-0206,-1,0.0,-1,,Transforming Grammar Checking Technology Into A Learning Environment For Second Language Writing,Transforming Grammar Checking Technology Into A Learning Environment For Second Language Writing,
W00-1419,-1,0.0,-1,,Generating A Controlled Language,Generating A Controlled Language,
E09-1080,-1,0.0,-1,,Unsupervised Methods for Head Assignments,Unsupervised Methods for Head Assignments,
C90-1005,0.0,0.0,0.0,Tagging for Learning : Collecting Thematic Relations from,Tagging For Learning: Collecting Thematic Relations From Corpus,Tagging For Learning: Collecting Thematic Relations From Corpus,Tagging for Learning : Collecting Thematic Relations from
